#x y
1 0.785398
2 1.1781
3 0.610638
4 0.513221
5 0.368936
6 0.282786
7 0.211847
8 0.160231
9 0.120797
10 0.091204
11 0.0688306
12 0.0519584
13 0.03922
14 0.029606
15 0.0223486
16 0.0168704
17 0.012735
18 0.00961335
19 0.00725689
20 0.00547806
21 0.00413527
22 0.00312162
23 0.00235644
24 0.00177882
25 0.00134279
26 0.00101365
27 0.000765178
28 0.000577616
29 0.00043603
30 0.000329149
31 0.000248467
32 0.000187562
33 0.000141587
34 0.000106881
35 8.06818e-05
36 6.09049e-05
37 4.59757e-05
38 3.4706e-05
39 2.61988e-05
40 1.97769e-05
41 1.49291e-05
42 1.12697e-05
43 8.50724e-06
44 6.42189e-06
45 4.84777e-06
46 3.65945e-06
47 2.76247e-06
48 2.08531e-06
49 1.57404e-06
50 1.18842e-06
51 8.97e-07
52 6.77176e-07
53 5.11033e-07
54 3.8598e-07
55 2.91275e-07
56 2.19556e-07
57 1.65565e-07
58 1.24362e-07
